tieu_de,gia_raw,dientich_raw,vitri_raw,link,listing_id
"2PN 2WC full nội thất DT 74m2 gần RMIT, TDTU, Q7 - Căn hộ Lavida Plus Q7 | LH0772 605 ***gặp Phụng",16 triệu/tháng,74 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/2pn-2wc-full-noi-that-dt-74m2-gan-rmit-tdtu-q7-q7-lh-gap-phung-pr43979140,43979140
"Cho thuê CC Lavida Plus, Nguyễn Văn Linh, Tân Phong, Q7, TP. HCM, 7 triệu, 35m2 - view đẹp, uy tín",7 triệu/tháng,35 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-cc-q7-tp-hcm-7-trieu-72m2-view-dep-uy-tin-pr43880599,43880599
"Cho thuê 2PN 2WC 60m2, 76m2, 99m2 giá 12tr - 18tr/th, LH0933 413 ***Khánh Phương",14 triệu/tháng,76 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-2pn2wc-60m2-76m2-99m2-gia-14tr-20tr-lh-0933413563-khanh-phuong-pr36566432,36566432
Cho thuê 1PN 1WC 38m2-43m2-56m2-59m2 thuê mềm 8tr - 9tr - 13tr - 15tr LH0933 413 ***Khánh Phương,8 triệu/tháng,40 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-2pn2wc-60m2-76m2-99m2-13tr-15tr-20tr-lh-0933413563-khanh-phuong-pr36566493,36566493
"Cho thuê căn hộ 2PN 2WC Full NT Xịn Xò Q7 Riverside giá 11,5tr ở ngay, LH0931 832 ***- Bảo xem nhà","11,5 triệu/tháng",67 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/c-2pn-2wc-full-nt-xin-xo-gia-11-5tr-o-ngay-lh-bao-xem-nha-pr43884526,43884526
Cần cho thuê căn hộ cao cấp Sunshine Sky City Quận 7 3PN rộng 105m² Full NT Giá 23tr/tháng,23 triệu/tháng,105 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-phu-thuan-phuong-tan-phu-19-prj-sunshine-sky-city/-c-cao-cap-quan-7-3pn-rong-105m-full-nt-gia-23tr-thang-pr43027300,43027300
"Chính chủ cần cho thuê căn hộ Sunshine Sky City 2PN, 2WC, 69m2, NTCB giá chỉ 13tr/tháng",13 triệu/tháng,69 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-sunshine-sky-city/chinh-chu-c-2pn-2wc-69m-ntcb-gia-chi-13tr-thang-pr43156335,43156335
Cho Thuê Duy Nhất 1 Căn 4 Phòng Ngủ Sunshine Sky City Quận 7 - 132m² - Giá 21 Triệu/Tháng,21 triệu/tháng,132 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-phu-thuan-phuong-phu-thuan-3-prj-sunshine-sky-city/cho-duy-nhat-1-4-phong-ngu-quan-7-132m-gia-23-trieu-thang-pr43882820,43882820
"Cho thuê Q7 Riverside 2PN 9tr/th NTCB, từ 11tr/th full NT nhà mới, vào ở liền LH:0939 720 ***",9 triệu/tháng,68 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/gio-hang-c-gia-re-gia-chi-tu-4-5tr-th-tline-24-7-0932139007-pr34795621,34795621
"Chủ nhà gửi Q7 Riverside 1PN giá từ 8.5tr full nội thất, view sông thoáng0911 850 ***","8,5 triệu/tháng",53 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/duy-nhat-ch-2pn1wc-gia-9-5tr-th-co-3-may-lanh-may-nuoc-nong-rem-bep-lh-pr40979252,40979252
"Cho thuê căn hộ 1PN + 1 full NT cao cấp Q7 Riverside giá 10tr5/ tháng, LH Bảo -0931 832 ***xem nhà","10,5 triệu/tháng","53,67 m²","Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/c-1pn-1-full-nt-cao-cap-gia-10tr-o-ngay-lh-bao-xem-nha-pr43385719,43385719
"CĂN HỘ NHƯ ẢNH : 15,5 TRIỆU , 2PN 2WC FULL NT MỚI 95%. CÒN NHIỀU CĂN TẠI CHUNG CƯ SKY GARDEN3,","15,5 triệu/tháng",72 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/-nhu-anh-15-5-trieu-2pn-2wc-full-nt-moi-95-con-nhieu-tai-garden3-pr43961494,43961494
"CAM KẾT GIÁ VÀ ẢNH THẬT 100%- 12TRIỆU, 1PN RIÊNG , 1WC, FULL NT MỚI XỊN.ĐẦY GIỎ HÀNG 1PN 2PN 3PN",12 triệu/tháng,45 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cam-ket-gia-va-anh-that-100-12-5-trieu-1pn-rieng-1wc-full-nt-moi-xin-day-gio-hang-1pn-2pn-3pn-pr44005898,44005898
"Giỏ hàng cho thuê Midtown Phú Mỹ Hưng 2PN 22 triệu, 3PN 40 triệu nội thất cao cấp nhà mới 100%",23 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-16-5-phuong-tan-phu-19-prj-midtown-phu-my-hung/cho-thang-5-2025-gia-tot-chi-tu-24-trieu-thang-xem-nha-ngay-hom-nay-pr42921610,42921610
"Quản lý nhiều căn hộ Sunrise City, City View, giá dài hạn ngắn hạn cập nhật thường xuyên",17 triệu/tháng,76 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/quan-ly-nhieu-view-gia-dai-han-ngan-han-cap-nhat-thuong-xuyen-pr34920638,34920638
"Cho thuê căn hộ 3PN, 2WC tại Nam Phúc - Le Jardin, giá chỉ: 29 triệu. Vị trí view đẹp thoáng",29 triệu/tháng,124 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-17-4-phuong-tan-phu-19-prj-nam-phuc-le-jardin/c-3pn-2wc-tai-gia-chi-32-trieu-vi-tri-view-dep-tang-pr43785485,43785485
Giỏ hàng cho thuê chung cư Dockland 2PN 3PN Full Nội Thất,15 triệu/tháng,106 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-docklands-sai-gon/gio-hang-cho-dockland-2pn-3pn-full-noi-that-pr43975347,43975347
Cho thuê chung cư cosmo city 2pn 2wc full nội thất,13 triệu/tháng,72 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-can-ho-cosmo-city/cho-2pn-2wc-full-noi-that-pr43975439,43975439
"Cho thuê căn hộ 3PN 97 m2 tại chung cư Hưng Phúc PMH, căn góc rất đẹp, giá chỉ 25 triệu tháng",25 triệu/tháng,97 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-chung-cu-hung-phuc/c-3pn-97-m2-tai-pmh-goc-rat-dep-gia-chi-25-trieu-thang-pr43852864,43852864
Căn hộ 3PN Midtown M6 120m2 vào ở được ngay. Ưu tiên khách ở lâu dài. 42 triệu. View trực diện sông,42 triệu/tháng,120 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/-3pn-m6-120m2-vao-o-duoc-ngay-uu-tien-khach-o-lau-dai-47-trieu-view-truc-dien-song-pr43624371,43624371
"Cần cho thuê gấp căn hộ Green Valley, PMH,Q7 nhà đẹp, giá siêu rẻ.LH:0917 300 ***",24 triệu/tháng,128 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/-c-gap-pmh-q7-nha-dep-gia-sieu-re-lh-pr42524615,42524615
"Chính chủ cho thuê căn hộ Ascent Lakeside Quận 7, DT 93.5m2/ 2PN, có nội thất cơ bản, giá 13 triệu",13 triệu/tháng,"93,5 m²","Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-ascent-lakeside/chinh-chu-c-quan-7-dt-93-5m2-2pn-co-noi-that-co-ban-gia-13-trieu-pr43964305,43964305
"Cho thuê CC The Antonia, Nguyễn Lương Bằng, Tân Phú, Q7, HCM, 25 triệu VND, 87m2",25 triệu/tháng,87 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-antonia/cho-cc-q7-hcm-25-trieu-vnd-87m2-pr43155385,43155385
Cho thuê căn hộ cao cấp Midtown M8 2pn full nội thất cao cấp,30 triệu/tháng,78 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-16-5-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-cao-cap-m8-2pn-full-noi-that-cao-cap-pr43469981,43469981
Nắm nhiều key căn hộ Sunrise City xem nhanh 24/7 (2PN 16tr),16 triệu/tháng,76 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/c-q7-1pn2pn3pn-pr43772461,43772461
"Cho thuê căn hộ cao cấp The Panorama, Phú Mỹ Hưng Quận 7 147m2 giá 30 triệu. Call0909 740 ***Ms Hà",30 triệu/tháng,147 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phong-9-prj-the-panorama/c-cao-cap-phu-my-hung-quan-7-147m2-gia-30-trieu-call-ms-ha-pr40191523,40191523
"Cho thuê CH cao cấp Riverpark Premier, Quận 7 132m2 view sông. 40 triệu. Liên hệ0909 740 ***Ms Hà",40 triệu/tháng,128 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-premier/c-cao-cap-quan-7-132m2-view-song-40-trieu-lien-he-ms-ha-pr40697376,40697376
Chào thuê duy nhất một căn góc 2 view 4PN 132m2 Sunshine Sky City Q7. Tầng cao. NTCB. Giá thuê 22tr,23 triệu/tháng,132 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-phu-thuan-phuong-tan-phu-19-prj-sunshine-sky-city/chao-duy-nhat-mot-goc-2-view-4pn-132m2-q7-tang-cao-ntcb-gia-23tr-pr43897845,43897845
"Cho thuê căn officetel 43m2 Lavida Plus giá 12tr, đầy đủ nội thất. LH xem nhà0906 385 ***",12 triệu/tháng,43 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-officetel-43m2-gia-12tr-day-du-noi-that-lh-xem-nha-pr43788549,43788549
"Cần cho thuê căn 2PN 75m2 giá 16,5tr nhà mới 100%, thiết kế đẹp. HL0906 385 ***","16,5 triệu/tháng",75 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/-cho-2pn-75m2-gia-16-5tr-nha-moi-100-thiet-ke-dep-hl-pr43955588,43955588
"Cần cho thuê căn 2PN, căn góc dự án Lavida giá 16tr đầy đủ nội thất. LH0906 385 ***",16 triệu/tháng,65 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/-cho-2pn-goc-du-an-gia-16tr-day-du-noi-that-lh-pr43906545,43906545
"Cho thuê căn officetel, căn góc decor đẹp Lavida Plus, 37m2 giá 12.5tr. Xem nhà LH0906 385 ***","12,5 triệu/tháng",37 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-officetel-goc-decor-dep-37m2-gia-13tr-xem-nha-lh-pr43925848,43925848
"Cho thuê căn 2PN 75m2 Lavida Q7, nhà mới hoàn thiện đầy đủ nội thất giá 16tr. LH xem nhà0906 385 ***",16 triệu/tháng,75 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-2pn-75m2-q7-nha-moi-hoan-thien-day-du-noi-that-gia-16tr-lh-xem-nha-pr44001329,44001329
"Chính chủ cho thuê căn hộ Ehome5 Quận 7. DT 68m2, 2pn, 2wc","11,5 triệu/tháng",68 m²,"Tân Thuận Đông, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tran-trong-cung-phuong-tan-thuan-dong-1-prj-ehome-5-the-bridgeview/chinh-chu-c-eme5-quan-7-68m-2pn-2wc-pr43879394,43879394
"Cho thuê căn hộ Hưng Vượng 1, phường Tân Phong, Quận 7 giá 7 triệu/tháng",7 triệu/tháng,70 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-hung-vuong-1/c-1-png-quan-7-gia-9-trieu-thang-pr35626871,35626871
"Cho thuê căn hộ Sky Garden 3 Phú Mỹ Hưng Quận 7, (2PN, 1WC, 2WC)",11 triệu/tháng,56 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/c-garden3-phu-my-hung-quan-7-2pn-1wc-2wc-pr39042195,39042195
"Cần cho thuê nhanh căn hộ Sky Garden, nhà đẹp, giá rẻ. LH:0917 300 ***Em Hằng",11 triệu/tháng,75 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/-c-nhanh-nha-dep-gia-re-lh-0917300798-em-hang-pr34138633,34138633
Cho thuê sunrise city view 2pn 2wc giá tốt ở liền free phí quản lí,17 triệu/tháng,76 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/cho-2pn-2wc-gia-tot-o-lien-free-phi-quan-li-pr43817184,43817184
"Cần cho thuê nhanh căn hộ Midtown Sakura, nhà đẹp, mới, giá rẻ. Lh:0917 300 ***(Ms. Hằng)",34 triệu/tháng,130 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-midtown-phu-my-hung/-c-nhanh-sakura-nha-dep-moi-gia-re-lh-0917300798-ms-hang-pr32654329,32654329
"Cần cho thuê nhanh CH Hưng Phúc (Happy Residence) PMH, Q7 nhà đẹp, mới, giá tốt. LH:0917 300 ***",17 triệu/tháng,82 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-chung-cu-hung-phuc/-c-nhanh-happy-residence-pmh-q7-nha-dep-moi-gia-tot-lh-0917300798-pr30730684,30730684
"Cần cho thuê nhanh căn hộ Scenic Valley, PMH, Q7 nhà đẹp, giá rẻ nhất. LH:0917 300 ***(Ms. Hằng)",16 triệu/tháng,77 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/-c-nhanh-pmh-q7-nha-dep-gia-re-nhat-lh-0917300798-ms-hang-pr34493311,34493311
"Cho thuê officetel Sunrise City North 40m2, có ban công, giá 10 triệu/tháng, nhà đang trống",10 triệu/tháng,40 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cho-officetel-north-40m2-co-ban-cong-gia-10-trieu-thang-nha-dang-trong-pr43990867,43990867
"Cần cho thuê nhanh căn hộ 2PN-2WC view sông đẹp tại An Gia Riverside, giá 12tr full nội thất",12 triệu/tháng,69 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-le-thi-cho-phuong-phu-thuan-3-prj-an-gia-riverside/-c-nhh-2pn-2wc-view-song-dep-tai-12tr-full-noi-that-pr43833007,43833007
"Cho thuê căn hộ 2 phòng ngủ 2 phòng tắm, 110m2, giá 14 triệu/tháng, SunShine Diamond River",14 triệu/tháng,110 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-sunshine-diamond-river/c-2pn2wc-110m2-gia-p-li-15tr-pr42194645,42194645
"Cho thuê CH 1PN Lavida Plus, 39m2, 11 triệu VND, Q7, HCM",11 triệu/tháng,39 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/cho-ch-1pn-39m2-11-trieu-vnd-q7-hcm-pr43988308,43988308
"Cần cho thuê chung cư Him lam Riverside Quận 7, 77m2 Có nội thất, Giá 14tr Ms Viêm0938 971 ***",14 triệu/tháng,77 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/-cho-quan-7-77m2-co-noi-that-gia-14tr-ms-viem-pr43817041,43817041
"Chính Chủ cho thuê Căn Hộ 3PN 3WC full nội thất cao cấp. Cho Thuê 19,5tr/th","19,5 triệu/tháng",112 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/chinh-chu-c-3pn-3wc-full-noi-that-cao-cap-c-19-5tr-th-pr43762430,43762430
Giỏ hàng căn hộ cho thuê Himlam Riverside Q7. Giá 12tr - 14tr - 16tr,16 triệu/tháng,112 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/ro-hang-nhieu-c-himlam-gia-12tr-14tr-20tr-pr43495234,43495234
"Chính Chủ cần cho thuê căn hộ 110m2 2PN+,2WC nhà trống giá thuê 16tr/th TL",16 triệu/tháng,110 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/chinh-chu-c-110m-2pn-2wc-nha-trong-gia-16tr-th-tl-pr43718535,43718535
Duy nhất căn hộ đẹp mới CH Himlam Q7. 78m2 2PN 2WC đầy đủ nội thất 14tr/th,14 triệu/tháng,78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/minh-cho-ch-himlam-q7-78m-2pn-2wc-day-du-noi-that-14tr-th-pr43718585,43718585
Mình cần cho thuê Căn Hộ 111m 3PN 3WC giá thuê 16tr đầy đủ nội thất,16 triệu/tháng,111 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/minh-c-111m-3pn-3wc-gia-17tr-day-du-noi-that-pr42359979,42359979
Căn hộ studio lầu 3. Diện tích 39m2. Giá thuê 10tr đầy đủ nội thất,10 triệu/tháng,39 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-hung-14-prj-can-ho-florita/-studio-lau-3-dien-tich-39m-gia-10tr-day-du-noi-that-pr42807849,42807849
Himlam Q7 DT112m 3PN 2WC đầy đủ nội thất giá thuê 16tr/th. Rẻ nhất ở ngay ạk,16 triệu/tháng,110 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/-himlam-112m-3pn-2wc-day-du-noi-that-gia-19tr-th-pr43446291,43446291
"HimLam Q7. Diện tích 112m2 3PN , 3WC nhà trống. Giá thuê 15tr/th",15 triệu/tháng,112 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/himlam-q7-dien-tich-145m-3pn-1-3wc-nha-trong-gia-20tr-th-pr43782475,43782475
"Cho thuê căn hộ M-One Nam Sài Gòn, 1 PN - 9 triệu, 2PN - 12 triệu, 3PN - 15 triệu LH:0908 946 ***",15 triệu/tháng,88 m²,"Tân Kiểng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/c-na-1-pn-9-trieu-2pn-12-trieu-3pn-15-trieu-lh-pr39262000,39262000
"Cho thuê căn hộ 3PN 165m2, giá tốt 22tr/th miễn phí quản lí, vô cùng rộng rãi",22 triệu/tháng,165 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-sunshine-diamond-river/c-3pn-165m2-gia-tot-22tr-th-mien-phi-quan-li-vo-cung-rong-rai-pr43969061,43969061
"Cần cho thuê căn hộ Green View Phú Mỹ Hưng, 110m, 3PN giá 25tr Ms Viêm0938 971 ***",25 triệu/tháng,110 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-green-view/-c-my-hung-110m-3pn-gia-25tr-ms-viem-pr44011423,44011423
Cho thuê Eco Green Quận 7 | Cơ bản - full nội thất 2PN giá tử 13tr - 16tr |0932 879 ***,16 triệu/tháng,65 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/c-full-noi-that-2pn-gia-15tr-lien-he-pr43282819,43282819
"Cho thuê CH Him Lam Riverside, đường D1, Q7, 145m2, 3PN, full nội thất đẹp, 24tr -0931 303 ***",24 triệu/tháng,145 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/cho-ch-q7-145m2-3pn-full-noi-that-dep-24tr-pr44011193,44011193
"Cho thuê CH Him Lam Riverside, Q7, 78m2, 2PN 2WC, full nội thất, 13tr - LH:0931 303 ***",13 triệu/tháng,78 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/cho-ch-q7-78m2-2pn-2wc-full-noi-that-13tr-lh-pr42690193,42690193
"Cho thuê căn hộ Scenic Valley 1, PMH, Q7, full nội thất, nhà bao đẹp, 16tr/tháng, LH0918 785 ***",16 triệu/tháng,71 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/c-1-pmh-q7-full-noi-that-nha-bao-dep-16tr-thang-lh-pr43988298,43988298
"Cho thuê căn hộ Scenic Valley 1 PMH, Q7, 2PN, nhà đẹp, full nội thất, giá thuê chỉ 15tr/tháng",15 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/c-valley1-2-pmh-q7-2pn-nha-dep-full-noi-that-gia-chi-16tr-thang-pr43926580,43926580
"Cho thuê gấp căn hộ GreenValley Phú Mỹ Hưng Q7 nhà mới 128m2,giá tốt chỉ 24tr LH:0911 209 ***",24 triệu/tháng,128 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/c-gap-greenvalley-my-hung-q7-nha-moi-128m2-gia-tot-chi-24tr-lh-pr43927013,43927013
"Cho thuê căn hộ Riverpark Primer diện tích 135m2 3 phòng ngủ, 30 triệu Liên hệ:0978 585 ***Huy Mạnh",35 triệu/tháng,135 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-premier/c-river-park-phu-my-hung-quan-7-tng-tin-lien-he-huy-manh-pr43583729,43583729
"Cho thuê căn hộ Hưng Phúc Phú Mỹ Hưng. DT 80m2 2 PN giá 16 triệu, liên hệ:0978 585 ***Mr Duy Mạnh",16 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-chung-cu-hung-phuc/c-c-my-quan-7-lien-he-duy-manh-pr43551873,43551873
"Cho thuê căn hộ Nam Phúc Phú Mỹ Hưng, DT 121m2 3 PN giá 25 triệu/tháng liên hệ:0978 585 ***Duy Mạnh",25 triệu/tháng,121 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-17-4-phuong-tan-phu-19-prj-nam-phuc-le-jardin/c-c-my-hung-dt-121m2-3-pn-gia-25-trieu-thang-lien-he-duy-manh-pr43617810,43617810
Cho thuê căn hộ riverside Phú Mỹ Hưng dt 136m2 3 pn giá 30triệu Lh0978 585 ***duy mạnh,50 triệu/tháng,180 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-my-hung-quan-7-dt-180m2-3-pn-gia-50-trieu-lh-duy-manh-pr43865013,43865013
"[Thuê] 2PN2WC full nội thất 80m2 gần RMIT, TDTU, Q7 - Căn hộ Lavida Plus Q7 - LH0772 605 ***Phụng","17,5 triệu/tháng",80 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/-2pn2wc-full-noi-that-80m2-gan-rmit-tdtu-q7-q7-lh-phung-pr43993200,43993200
